district,transaction_date,sqft,price_aed,project_stage,lat,lng,distance_to_beach_km,drive_time_burj_khalifa_min,amenity_density_1km,has_waterfront_view,developer_tier,floor_level,service_charge_aed,supply_pressure_2y,momentum_3m,momentum_6m,momentum_12m,roi_pct,days_on_market,12_month_appreciation_pct
BUSINESS BAY,2026-02-23,833.99472,1900000.0,0,25.185,55.265,17.79,4,27,0,1,17,17.4,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH LAKES TOWERS,2026-02-23,728.9380799999999,900000.0,0,25.06,55.2,7.09,42,5,0,3,14,10.8,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
JUMEIRAH LAKES TOWERS,2026-02-25,1449.4802399999999,2000000.0,0,25.06,55.2,7.09,42,6,0,3,1,13.3,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
Al Yufrah 1,2026-02-25,1872.936,2910000.0,0,25.06,55.2,7.09,42,6,0,2,17,23.5,934,3.0,5.567731381649877,7.773039200602755,8.67,66,2.8
Al Satwa,2026-02-26,834.85584,1410000.0,0,25.06,55.2,7.09,42,5,0,2,25,24.6,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
DUBAI LAND RESIDENCE COMPLEX,2026-01-09,1626.22512,1550000.0,0,25.0853591,55.382978,25.25,41,7,0,3,13,13.4,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
AL KHAIL HEIGHTS,2026-02-26,451.76507999999995,500000.0,0,25.06,55.2,7.09,42,13,0,3,14,10.9,1941,3.2,5.938913473759869,8.291241813976272,7.97,112,3.8
AL KHAIL HEIGHTS,2026-02-26,1073.1707999999999,970000.0,0,25.06,55.2,7.09,42,7,0,3,14,11.2,1941,3.2,5.938913473759869,8.291241813976272,7.97,112,3.8
JUMEIRAH VILLAGE CIRCLE,2026-02-27,683.08344,960000.0,0,25.065,55.205,7.44,40,6,0,3,7,13.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SOUTH,2026-02-27,741.85488,810000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,6,10.8,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
SILICON OASIS,2026-02-27,820.00152,1350000.0,0,25.1063647,55.3764714,24.77,35,10,0,2,49,27.3,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
INTERNATIONAL CITY PH 2 & 3,2026-03-02,783.18864,1096454.0,0,25.06,55.2,7.09,42,5,0,3,10,10.5,1183,4.8,8.908370210639802,12.436862720964408,8.4,102,8.8
DUBAI HILLS,2026-02-27,1426.44528,4150000.0,0,25.06,55.2,7.09,42,8,0,1,51,15.9,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
JUMEIRAH VILLAGE CIRCLE,2026-02-27,1124.94564,1260000.0,0,25.065,55.205,7.44,40,13,0,3,12,10.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,1854.8524799999998,2650000.0,0,25.065,55.205,7.44,40,10,0,3,6,13.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
BUSINESS BAY,2026-01-09,634.3225199999999,1250000.0,0,25.185,55.265,17.79,4,31,0,1,58,15.8,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI HILLS,2026-03-03,487.17864,1280000.0,0,25.06,55.2,7.09,42,9,0,1,36,21.3,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
DUBAI SOUTH,2026-03-04,949.70772,788251.0,0,24.9144391,55.1615128,18.41,83,1,0,3,6,13.5,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
DUBAI SOUTH,2026-03-04,729.261,810648.0,0,24.9144391,55.1615128,18.41,83,1,0,3,3,10.6,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
JUMEIRAH VILLAGE CIRCLE,2026-03-05,429.26832,682061.26,0,25.065,55.205,7.44,40,5,0,2,50,22.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Barsha First,2026-03-05,1232.0474399999998,1550000.0,0,25.06,55.2,7.09,42,5,0,3,11,12.4,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
MAJAN,2026-03-05,467.6958,682830.0,0,25.0929388,55.3184835,18.8,30,17,0,3,8,14.6,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Yelayiss 2,2026-03-06,1076.9381999999998,1625000.0,0,25.06,55.2,7.09,42,4,0,2,20,21.0,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
Al Yufrah 1,2026-03-06,1872.936,2600000.0,0,25.06,55.2,7.09,42,8,0,3,13,13.3,934,3.0,5.567731381649877,7.773039200602755,8.67,66,2.8
MEYDAN ONE,2026-01-09,307.09692,625000.0,0,25.06,55.2,7.09,42,10,0,1,52,17.4,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
AL FURJAN,2026-03-06,911.1726,1180000.0,0,25.06,55.2,7.09,42,6,0,3,12,11.9,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
DUBAI SPORTS CITY,2026-03-09,836.901,895000.0,0,25.06,55.2,7.09,42,12,0,3,4,14.4,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
BUSINESS BAY,2026-03-09,1184.90112,2100000.0,0,25.185,55.265,17.79,4,31,0,2,16,28.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-03-10,945.40212,710000.0,0,25.065,55.205,7.44,40,8,0,3,11,13.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI LAND RESIDENCE COMPLEX,2026-03-10,842.71356,590000.0,0,25.0853591,55.382978,25.25,41,12,0,3,7,13.8,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI CREEK HARBOUR,2026-03-10,1102.55652,3100000.0,0,25.06,55.2,7.09,42,8,0,1,30,20.3,571,3.7,6.866868704034848,9.586748347410065,6.01,110,9.3
DUBAI MARINA,2026-03-11,417.96611999999993,700000.0,0,25.08,55.145,1.24,46,10,1,2,45,22.6,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
BURJ KHALIFA,2026-03-12,1663.038,3700000.0,0,25.197,55.274,19.36,0,30,0,1,58,26.5,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
SOBHA HEARTLAND,2026-03-11,1570.89816,3320000.0,0,25.06,55.2,7.09,42,5,0,1,27,23.4,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
Al Kifaf,2026-01-09,944.5409999999999,1730000.0,0,25.06,55.2,7.09,42,6,0,2,55,26.4,969,4.7,8.722779164584807,12.17776141427765,7.87,96,5.4
Al Barsha First,2026-03-12,596.97144,750000.0,0,25.06,55.2,7.09,42,6,0,3,14,11.5,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
MOTOR CITY,2026-03-16,772.317,936088.0,0,25.06,55.2,7.09,42,11,0,3,10,11.6,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
BUSINESS BAY,2026-03-12,485.56404,1160000.0,0,25.185,55.265,17.79,4,27,0,1,56,17.5,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
THE VALLEY,2026-03-13,1872.936,2850000.0,0,25.06,55.2,7.09,42,7,0,2,56,23.6,174,3.8,7.052459750089844,9.845849654096822,7.72,80,13.7
THE GREENS,2026-03-13,541.9674,1125000.0,0,25.06,55.2,7.09,42,5,0,1,20,29.0,1785,3.8,7.052459750089844,9.845849654096822,8.26,54,12.9
BUSINESS BAY,2026-03-13,406.12571999999994,1335000.0,0,25.185,55.265,17.79,4,27,0,1,39,17.1,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-03-17,754.66404,1270000.0,0,25.065,55.205,7.44,40,13,0,2,32,23.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI LAND RESIDENCE COMPLEX,2026-03-16,1286.6209199999998,930000.0,0,25.0853591,55.382978,25.25,41,7,0,3,10,10.4,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
JUMEIRAH LIVING,2026-01-09,1012.67712,2450000.0,0,25.06,55.2,7.09,42,13,0,1,36,23.4,1459,4.5,8.351597072474815,11.659558800904133,8.14,83,2.4
TOWN SQUARE,2026-03-17,1109.66076,1280000.0,0,25.06,55.2,7.09,42,5,0,3,13,11.2,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
Madinat Hind 4,2026-03-17,1633.9752,1830000.0,0,25.06,55.2,7.09,42,6,0,3,6,11.3,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
JUMEIRAH LAKES TOWERS,2026-03-30,1187.0539199999998,1710000.0,0,25.06,55.2,7.09,42,10,0,3,10,12.1,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
Al Hebiah Sixth,2026-03-18,1830.09528,3600000.0,0,25.06,55.2,7.09,42,10,0,1,33,25.5,1950,4.7,8.722779164584807,12.17776141427765,8.98,55,2.5
DUBAI SOUTH,2026-03-18,758.96964,837000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,10,12.4,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
TOWN SQUARE,2026-03-18,604.5062399999999,910000.0,0,25.06,55.2,7.09,42,8,0,3,33,13.3,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
JUMEIRAH VILLAGE CIRCLE,2026-03-18,798.36588,844000.0,0,25.065,55.205,7.44,40,9,0,3,3,12.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI PRODUCTION CITY,2026-01-12,1026.4550399999998,900000.0,0,25.0321285,55.1912732,7.83,50,1,0,3,4,10.7,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
SERENA,2026-03-18,2084.6638799999996,2800000.0,0,25.06,55.2,7.09,42,11,0,3,7,14.4,1549,3.9,7.23805079614484,10.104950960783581,8.97,104,5.1
ARJAN,2026-03-23,888.99876,1025000.0,0,25.0603309,55.2354858,10.56,39,9,0,3,3,12.8,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Wadi Al Safa 5,2026-03-23,1374.0246,3540000.0,0,25.06,55.2,7.09,42,7,0,1,26,28.1,1645,1.7,3.1550477829349304,4.404722213674894,7.09,42,5.6
AL FURJAN,2026-03-24,2411.136,4000000.0,0,25.06,55.2,7.09,42,12,0,2,36,21.0,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
JUMEIRAH VILLAGE TRIANGLE,2026-03-25,1186.731,1700000.0,0,25.0498433,55.1907008,6.65,45,10,0,3,5,11.6,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
MOTOR CITY,2026-03-25,2476.04292,2278000.0,0,25.06,55.2,7.09,42,13,0,3,6,11.0,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
MAJAN,2026-03-26,835.17876,857500.0,0,25.0929388,55.3184835,18.8,30,13,0,3,5,12.9,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
DUBAI HILLS,2026-03-26,1948.60692,4600000.0,0,25.06,55.2,7.09,42,4,0,1,15,23.6,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
THE VALLEY,2026-01-05,1872.936,2875000.0,0,25.06,55.2,7.09,42,9,0,2,35,25.1,174,3.8,7.052459750089844,9.845849654096822,7.72,80,13.7
SOBHA HEARTLAND,2026-01-12,1248.73164,2600000.0,0,25.06,55.2,7.09,42,9,0,1,46,23.1,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
Wadi Al Safa 7,2026-03-26,901.26972,950000.0,0,25.06,55.2,7.09,42,6,0,3,8,14.5,1493,2.8,5.196549289539885,7.254836587229238,7.59,47,11.8
Al Hebiah Fourth,2026-03-26,2255.81148,4999000.0,0,25.06,55.2,7.09,42,4,0,1,25,22.5,732,1.1,2.041501506604955,2.850114373554344,9.01,22,6.6
Madinat Hind 4,2026-03-30,1241.0892,1430000.0,0,25.06,55.2,7.09,42,10,0,3,2,13.0,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
DUBAI PRODUCTION CITY,2026-03-30,1391.0317199999997,940000.0,0,25.0321285,55.1912732,7.83,50,8,0,3,13,11.9,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
AL FURJAN,2026-03-31,842.2829999999999,1310000.0,0,25.06,55.2,7.09,42,13,0,2,25,23.8,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
Al Yelayiss 2,2026-03-30,419.36544,710000.0,0,25.06,55.2,7.09,42,10,0,2,23,18.7,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
REMRAAM,2026-03-30,1496.9494799999998,1780000.0,0,25.06,55.2,7.09,42,7,0,3,3,12.8,875,2.4,4.454185105319901,6.218431360482204,8.63,108,12.9
REMRAAM,2026-03-30,1501.14744,1300000.0,0,25.06,55.2,7.09,42,12,0,3,14,12.5,875,2.4,4.454185105319901,6.218431360482204,8.63,108,12.9
AL FURJAN,2026-03-31,2046.5593199999998,3750000.0,0,25.06,55.2,7.09,42,13,0,2,37,23.8,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
MOTOR CITY,2026-03-31,2357.53128,2475500.0,0,25.06,55.2,7.09,42,8,0,3,9,14.1,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
VILLANOVA,2026-01-12,1733.004,3200000.0,0,25.06,55.2,7.09,42,13,0,2,36,20.8,1998,4.6,8.53718811852981,11.91866010759089,5.55,84,14.9
ARJAN,2026-04-01,1201.15476,1565000.0,0,25.0603309,55.2354858,10.56,39,9,0,3,11,14.0,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
ARJAN,2026-04-01,1331.0762399999999,1440000.0,0,25.0603309,55.2354858,10.56,39,5,0,3,2,10.8,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
REMRAAM,2026-04-02,754.98696,690000.0,0,25.06,55.2,7.09,42,5,0,3,6,11.9,875,2.4,4.454185105319901,6.218431360482204,8.63,108,12.9
JUMEIRAH LAKES TOWERS,2026-04-02,819.35568,1200000.0,0,25.06,55.2,7.09,42,7,0,3,3,12.5,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
MAJAN,2026-04-02,1402.33392,1724856.0,0,25.0929388,55.3184835,18.8,30,16,0,3,7,11.8,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
DUBAI SPORTS CITY,2026-04-03,1209.4430399999999,895000.0,0,25.06,55.2,7.09,42,6,0,3,3,11.3,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
AL FURJAN,2026-04-03,1793.2823999999998,3950000.0,0,25.06,55.2,7.09,42,6,0,1,37,25.0,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
JUMEIRAH VILLAGE CIRCLE,2026-04-03,766.18152,1060000.0,0,25.065,55.205,7.44,40,9,0,3,7,10.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
LIWAN,2026-04-03,1317.62124,1583000.0,0,25.1101209,55.3676993,23.95,33,11,0,3,4,10.8,1496,2.3,4.268594059264905,5.959330053795445,5.9,86,4.2
DUBAI SPORTS CITY,2026-04-06,1433.54952,1700000.0,0,25.06,55.2,7.09,42,9,0,3,10,10.4,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
JUMEIRAH VILLAGE CIRCLE,2026-01-19,418.28903999999994,540000.0,0,25.065,55.205,7.44,40,14,0,3,10,10.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
INTERNATIONAL CITY PH 1,2026-04-08,630.9856799999999,800000.0,0,25.06,55.2,7.09,42,13,0,3,6,11.5,1810,4.6,8.53718811852981,11.91866010759089,9.05,68,7.3
INTERNATIONAL CITY PH 1,2026-04-08,742.716,467000.0,0,25.06,55.2,7.09,42,13,0,3,6,14.7,1810,4.6,8.53718811852981,11.91866010759089,9.05,68,7.3
DUBAI LAND RESIDENCE COMPLEX,2026-04-08,1094.1606,950000.0,0,25.0853591,55.382978,25.25,41,12,0,3,10,11.8,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
JUMEIRAH VILLAGE CIRCLE,2026-04-08,432.82043999999996,540000.0,0,25.065,55.205,7.44,40,13,0,3,2,12.7,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Hind 4,2026-04-08,1688.6563199999998,1650000.0,0,25.06,55.2,7.09,42,10,0,3,9,14.0,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
DUBAI SCIENCE PARK,2026-04-08,516.1338,685000.0,0,25.0735423,55.2412462,10.96,35,9,0,3,9,10.2,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
ARABIAN RANCHES III,2026-04-09,2555.8041599999997,2970000.0,0,25.06,55.2,7.09,42,4,0,3,1,13.8,1112,1.9,3.526229875044922,4.922924827048411,5.08,67,14.2
BUSINESS BAY,2026-04-09,451.44215999999994,1065000.0,0,25.185,55.265,17.79,4,27,0,1,15,27.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
SOBHA HEARTLAND,2026-01-14,1299.53772,2450000.0,0,25.06,55.2,7.09,42,12,0,2,27,20.8,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
DUBAI SOUTH,2026-04-10,400.20552,500000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,11,12.3,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
AL FURJAN,2026-04-10,592.66584,825000.0,0,25.06,55.2,7.09,42,4,0,3,2,10.5,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
LIWAN,2026-04-10,1157.45292,860000.0,0,25.1101209,55.3676993,23.95,33,12,0,3,14,11.4,1496,2.3,4.268594059264905,5.959330053795445,5.9,86,4.2
Wadi Al Safa 5,2026-04-10,1559.05776,3250000.0,0,25.06,55.2,7.09,42,9,0,1,47,15.8,1645,1.7,3.1550477829349304,4.404722213674894,7.09,42,5.6
DUBAI HILLS,2026-04-13,447.7824,1040000.0,0,25.06,55.2,7.09,42,6,0,1,49,27.4,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
DUBAI MARITIME CITY,2026-04-15,1384.7886,2900000.0,0,25.2496256,55.276165,23.83,14,25,0,1,39,26.8,994,2.6,4.825367197429894,6.736633973855722,7.9,87,6.9
MEYDAN ONE,2026-04-15,498.80376,900000.0,0,25.06,55.2,7.09,42,4,0,2,51,28.8,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
Madinat Hind 4,2026-04-14,2083.04928,1650000.0,0,25.06,55.2,7.09,42,5,0,3,13,12.9,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
ARJAN,2026-04-22,451.65744,547500.0,0,25.0603309,55.2354858,10.56,39,12,0,3,6,14.9,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
DUBAI SCIENCE PARK,2026-04-15,812.2514399999999,980000.0,0,25.0735423,55.2412462,10.96,35,12,0,3,13,12.5,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
DAMAC HILLS,2026-04-15,2462.265,3650000.0,0,25.0281607,55.2640652,14.38,46,11,0,3,12,11.7,309,2.9,5.382140335594881,7.513937893915997,8.97,57,7.9
Madinat Hind 4,2026-04-15,1881.5472,1950000.0,0,25.06,55.2,7.09,42,10,0,3,10,10.8,1512,1.7,3.1550477829349304,4.404722213674894,9.43,110,8.3
Al Yelayiss 2,2026-04-15,2354.625,2700000.0,0,25.06,55.2,7.09,42,4,0,3,9,13.5,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
MEYDAN AVENUE,2026-04-17,588.6831599999999,1165000.0,0,25.06,55.2,7.09,42,5,0,1,43,21.7,1237,4.0,7.423641842199836,10.36405226747034,7.67,57,5.4
MAJAN,2026-04-17,1116.98028,1060000.0,0,25.0929388,55.3184835,18.8,30,15,0,3,8,15.0,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Satwa,2026-04-20,787.81716,1350000.0,0,25.06,55.2,7.09,42,9,0,2,42,18.3,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
RUKAN,2026-04-20,957.5654399999999,1160000.0,0,25.06,55.2,7.09,42,6,0,3,4,10.1,1030,2.9,5.382140335594881,7.513937893915997,4.87,15,13.1
SOBHA HEARTLAND,2026-04-21,819.7862399999999,2045000.0,0,25.06,55.2,7.09,42,6,0,1,49,24.0,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
THE GREENS,2026-04-21,926.34984,1480000.0,0,25.06,55.2,7.09,42,11,0,2,22,24.1,1785,3.8,7.052459750089844,9.845849654096822,8.26,54,12.9
DUBAI HILLS,2026-04-21,1002.02076,2699999.0,0,25.06,55.2,7.09,42,6,0,1,18,22.9,891,2.8,5.196549289539885,7.254836587229238,8.79,54,4.7
DUBAI MARINA,2026-04-22,1150.02576,1600000.0,0,25.08,55.145,1.24,46,11,1,3,14,12.4,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
TOWN SQUARE,2026-04-22,919.0303199999998,1420000.0,0,25.06,55.2,7.09,42,13,0,2,30,24.6,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
BUSINESS BAY,2026-04-22,407.52504,740000.0,0,25.185,55.265,17.79,4,26,0,2,44,24.4,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI SPORTS CITY,2026-04-22,606.5514,690000.0,0,25.06,55.2,7.09,42,4,0,3,5,14.7,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
JUMEIRAH VILLAGE CIRCLE,2026-04-23,983.07612,865000.0,0,25.065,55.205,7.44,40,9,0,3,1,11.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Wadi Al Safa 7,2026-04-23,1091.2543199999998,1550000.0,0,25.06,55.2,7.09,42,11,0,3,11,13.2,1493,2.8,5.196549289539885,7.254836587229238,7.59,47,11.8
Al Barsha First,2026-04-23,793.52208,1000000.0,0,25.06,55.2,7.09,42,9,0,3,11,12.3,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
MAJAN,2026-04-23,689.54184,1680544.2,0,25.0929388,55.3184835,18.8,30,10,0,1,21,15.7,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
JUMEIRAH VILLAGE CIRCLE,2026-01-13,794.7061199999999,1300000.0,0,25.065,55.205,7.44,40,14,0,2,20,16.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
MAJAN,2026-04-23,1692.639,4125282.3,0,25.0929388,55.3184835,18.8,30,12,0,1,49,22.4,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
MAJAN,2026-04-23,821.8313999999999,2002960.1,0,25.0929388,55.3184835,18.8,30,11,0,1,54,27.8,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
MAJAN,2026-04-23,1094.59116,2667726.3,0,25.0929388,55.3184835,18.8,30,19,0,1,40,24.8,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
MAJAN,2026-04-23,920.3219999999999,2242999.3,0,25.0929388,55.3184835,18.8,30,15,0,1,18,19.2,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
MAJAN,2026-04-23,1112.13648,2710487.5,0,25.0929388,55.3184835,18.8,30,12,0,1,40,24.6,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
TOWN SQUARE,2026-04-23,885.8771999999999,1150000.0,0,25.06,55.2,7.09,42,5,0,3,5,10.7,449,1.7,3.1550477829349304,4.404722213674894,7.74,61,3.3
JUMEIRAH VILLAGE CIRCLE,2026-04-23,403.86528,660000.0,0,25.065,55.205,7.44,40,6,0,2,45,21.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
AL FURJAN,2026-04-24,1540.3283999999999,1800000.0,0,25.06,55.2,7.09,42,13,0,3,7,12.3,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
MUDON,2026-01-14,1722.5629199999998,2850000.0,0,25.06,55.2,7.09,42,6,0,2,54,29.8,191,4.4,8.16600602641982,11.400457494217376,9.03,34,14.0
INTERNATIONAL CITY PH 2 & 3,2026-04-27,722.0491199999999,700000.0,0,25.06,55.2,7.09,42,11,0,3,10,11.4,1183,4.8,8.908370210639802,12.436862720964408,8.4,102,8.8
DUBAI SPORTS CITY,2026-04-27,1054.4414399999998,740000.0,0,25.06,55.2,7.09,42,10,0,3,12,13.3,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
JUMEIRAH VILLAGE CIRCLE,2026-04-27,822.1543199999999,1170000.0,0,25.065,55.205,7.44,40,9,0,3,12,11.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI SOUTH,2026-04-27,686.95848,825000.0,0,24.9144391,55.1615128,18.41,83,1,0,3,5,10.8,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
MEYDAN ONE,2026-04-28,404.61876,860000.0,0,25.06,55.2,7.09,42,11,0,1,52,27.0,1286,4.9,9.093961256694799,12.695964027651167,6.54,93,3.1
BUSINESS BAY,2026-04-28,768.76488,1720000.0,0,25.185,55.265,17.79,4,23,0,1,20,28.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI MARINA,2026-04-29,712.25388,1590000.0,0,25.08,55.145,1.24,46,11,1,1,48,27.3,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
DUBAI MARINA,2026-04-29,1573.1586,3400000.0,0,25.08,55.145,1.24,46,5,0,1,19,22.1,106,2.9,5.382140335594881,7.513937893915997,6.55,37,7.6
MOTOR CITY,2026-05-04,1204.16868,1392078.0,0,25.06,55.2,7.09,42,9,0,3,9,12.0,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
JUMEIRAH VILLAGE CIRCLE,2026-04-30,433.35864,760000.0,0,25.065,55.205,7.44,40,12,0,2,43,15.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Hebiah Fifth,2026-04-30,1550.0159999999998,3300000.0,0,25.06,55.2,7.09,42,8,0,1,43,24.3,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
JUMEIRAH VILLAGE CIRCLE,2026-05-01,409.032,650000.0,0,25.065,55.205,7.44,40,12,0,2,21,26.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Muhaisanah First,2026-05-01,1406.3165999999999,1335504.0,0,25.06,55.2,7.09,42,9,0,3,1,14.8,1655,4.4,8.16600602641982,11.400457494217376,8.77,71,13.4
DUBAI PRODUCTION CITY,2026-05-01,822.6925200000001,690000.0,0,25.0321285,55.1912732,7.83,50,1,0,3,2,12.3,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
BURJ KHALIFA,2026-05-04,1400.8269599999999,3325000.0,0,25.197,55.274,19.36,0,26,0,1,28,17.0,1554,1.6,2.9694567368799345,4.145620906988136,6.4,96,12.5
THE GREENS,2026-05-05,1049.0594399999998,2235000.0,0,25.06,55.2,7.09,42,4,0,1,42,18.0,1785,3.8,7.052459750089844,9.845849654096822,8.26,54,12.9
AL FURJAN,2026-05-05,678.77784,1030000.0,0,25.06,55.2,7.09,42,10,0,2,46,17.6,617,4.5,8.351597072474815,11.659558800904133,8.67,86,6.5
DISCOVERY GARDENS,2026-05-05,1305.8884799999998,1200000.0,0,25.06,55.2,7.09,42,8,0,3,11,14.5,1613,3.2,5.938913473759869,8.291241813976272,7.58,72,4.2
